xs,xp,y,proc
0.5123463596130368,0.5123463596130368,-1.0535671593831581,CT
0.9032154250571927,0.6765879339294198,-0.752537163719177,CT
1.3855621705478618,1.1070681631785135,-0.45150716805519575,CT
1.9438264028285768,1.7787575305618715,-0.2754159089995145,CT
2.675523541244954,2.479068220480475,0.06037619292367859,CT
4.064383788523017,2.5122598279533275,1.633961801831476,CT
4.146732874638023,2.57430591986261,1.7113558252667302,CT
4.7704706514293305,2.6643022168075916,2.328269640615185,CT
5.122208041347008,2.6652887504490845,2.6708725640139166,CT
0.5840528831675605,0.5840528831675605,-1.0606579536835656,CT
1.008859897336258,0.8040413892653102,-0.7596279580195845,CT
1.6501669756829773,1.5375601353411996,-0.5835366989639034,CT
2.0262534839598674,1.7354563450223,-0.3616879493475469,CT
2.270351417154297,1.903783799533979,-0.28250670329992206,CT
2.7018515319388383,2.1507997766829,0.33728205498847186,CT
3.1901579055377374,2.24643881562109,0.8738404975600019,CT
3.2626632367844017,2.264441277356772,0.9170656516052821,CT
3.6344707417451376,2.4417361333836256,1.2134998955801142,CT
4.476051179432961,2.4446266468029476,2.0239183242507655,CT
4.584406325813527,2.4555765345932232,2.1488570608590654,CT
4.587795089785274,2.4783588194306136,2.1491250611649493,CT
4.646829460517759,2.6053127998337056,2.214422944773293,CT
4.99848656067021,2.6087755115732523,2.5557125186077037,CT
5.0629728055101,2.825216016405155,2.6158527565989877,CT
0.3527427535882507,0.3527427535882507,-1.0495602188219426,CT
0.8445705856549228,0.6756499814158408,-0.7485302231579615,CT
1.434250263224455,1.1891093390735168,-0.4475002274939803,CT
1.7659434848609876,1.4200155427710102,-0.20446217880768577,CT
2.1912386006334468,1.6608596905312416,0.09656781685629541,CT
2.346184083768381,1.8234068755438464,0.1265310402337386,CT
2.606794670654935,2.0855537947770535,0.25146977684203853,CT
2.8762772830741774,2.1739652546197346,0.4689537210559448,CT
2.9646569333313533,2.2297842089735083,0.48191869822031247,CT
3.3537970046185603,2.4324979783993514,0.8849382324216251,CT
4.133541368352522,2.433817269717333,1.6860386808762373,CT
4.432702114429078,2.7956741275314116,2.010381669240012,CT
0.8329612069399028,0.8329612069399028,-1.0745448299429023,CT
2.276830098632939,2.2609135317741265,-0.7735148342789211,CT
2.647331114370921,2.306025343603538,-0.033152144784677214,CT
3.542667592735344,2.4919079265007262,1.0525599684219054,CT
4.039411862367879,2.606771403043608,1.5455912250308552,CT
5.204027110091045,2.66732582297096,2.7551448109560686,CT
1.6638889500588419,1.6638889500588419,-1.1003097258169081,CT
2.180389067370136,2.022724467402309,-0.799279730152927,CT
2.63823702961606,2.2390426144585973,-0.14606721637758333,CT
3.619974783163525,2.3445039037226776,1.2135574945522452,CT
3.6777087050847843,2.5929072438596363,1.2260261351118433,CT
3.841305091695897,2.612107584337463,1.3896487536079265,CT
5.1218416353372564,2.6290541058001953,2.647645581089822,CT
5.14667090221815,2.6542750942668687,2.673988212682369,CT
5.252901175046504,2.6579527387238464,2.787813581481,CT
0.9453902545218321,0.9453902545218321,-1.049073369309828,CT
1.4517727961036042,1.2896046003169301,-0.7480433736458468,CT
2.15718409231248,2.061869584875684,-0.5719521145901657,CT
2.521867516704571,2.1212409011053976,-0.1459833823178845,CT
2.7328755694544595,2.318149606835566,-0.09483085987050317,CT
3.320747525936214,2.497814874992251,0.6669299743249711,CT
3.913970840392675,2.5073288383062957,1.493752057649352,CT
4.532326060816646,2.603042750609307,2.1035207086176415,CT
4.846656945465105,2.7235220148864583,2.4139232427182282,CT
0.724104795144339,0.724104795144339,-1.0274801285380366,CT
1.2346273486308623,0.8342998396105044,-0.5503588738183741,CT
2.0486803186427536,1.97633653302393,-0.42542013721007427,CT
2.42314019343174,2.0150929255303747,-0.18238208852377977,CT
2.8614251678628557,2.5533491719513632,0.2512734724147923,CT
4.749927392689296,2.591877210399874,2.350372290468718,CT
5.140316613672798,2.624433429964609,2.7265622582474,CT
0.5325492472109405,0.5325492472109405,-1.0591781767053126,CT
0.890707293493092,0.6401567107990478,-0.7581481810413314,CT
1.1224794842328738,0.739012020801339,-0.5820569219856502,CT
1.9337869715105902,1.8391313525050768,-0.36020817236929387,CT
2.4562752629215914,2.2676895132819226,-0.10493566726598778,CT
3.490638335761041,2.3273526986973803,1.0271816539694356,CT
3.648307158433711,2.424646636004104,1.1838598719809819,CT
3.9553244502756737,2.516646782682604,1.504302908689098,CT
4.36765708778338,2.5578055216603417,1.913949676894386,CT
4.551131760318365,2.650522832650455,2.0835240690323027,CT
5.257204026750335,2.69939302570502,2.805748014833693,CT
0.38386252447186947,0.38386252447186947,-1.047423223082482,CT
2.2946598901227655,2.2892936848016254,-0.7463932274185009,CT
3.5111991713381054,2.5657073840969646,1.052947322035081,CT
4.076047328558938,2.6191735666765226,1.5860452324971044,CT
4.496023846563219,2.652123248458244,2.082910545412524,CT
