xs,xp,y,proc
0.5522723013195026,0.5522723013195026,-1.0501460774225457,CT
1.0293888970325142,0.8532953084547646,-0.7491160817585646,CT
2.0700378885852517,1.9620085772421623,-0.27199482703890215,CT
2.543187376015928,2.1205079577251373,-0.0959035679832209,CT
2.70422182440066,2.152083969217851,0.06379727488429099,CT
3.0347146874027016,2.3481215219785683,0.41225192047641035,CT
3.2952142901874306,2.482888080161815,0.749194472031036,CT
3.935186493077723,2.568439185987261,1.4774838234487928,CT
4.560929952964765,2.5819720836499735,2.132553825913497,CT
0.8741863028683716,0.8741863028683716,-1.0611465351662601,CT
1.6500179981663912,1.3850895525332056,-0.28299528478261643,CT
2.067509321934661,1.573851365050189,-0.019753850008035024,CT
2.330697333824781,1.9028393207783578,0.084981500511978,CT
2.5288436836552703,2.0550740381256256,0.1429734474896647,CT
2.9565248263813393,2.3330450784015326,0.5516373215534753,CT
3.676293804834177,2.3572347432949963,1.1483684793763709,CT
4.1584431863301266,2.420406281921177,1.6590127682396967,CT
4.253644603152531,2.424369694708938,1.7636299273092857,CT
4.336786029606179,2.4260439136254957,1.8657101737834323,CT
4.406677061432032,2.4267208763019195,1.940154397854158,CT
4.513431276798774,2.443529342502224,2.048094433421943,CT
4.619742433881683,2.475766800895953,2.1669970724314815,CT
4.69163438508662,2.5615084024693044,2.23814279892142,CT
4.718373265288114,2.6115361453019705,2.258167768924252,CT
5.201697919825421,2.6235511685165083,2.7574092441315425,CT
0.6860178055533381,0.6860178055533381,-1.0574640032964038,CT
1.5512130904432293,1.487527249063436,-0.7564340076324226,CT
2.1708362394195753,1.9689427099035228,-0.35849399896038503,CT
2.596057144504357,2.149343266499316,0.11862725575927732,CT
3.1450754835568375,2.510218622984,0.7813850874408514,CT
3.5824292280553247,2.5195487876798413,1.1953890276834893,CT
4.9901448329493485,2.6848073547832856,2.568259906229352,CT
0.7570357636395454,0.7570357636395454,-1.0766433506693127,CT
1.8506208128160444,1.7893296209113483,-0.5995220959496502,CT
2.310800362357599,1.979850118666969,-0.1735533636773691,CT
2.7205800139577083,2.072307824392775,0.4418705892085748,CT
2.865997437144363,2.206987159564972,0.5466059397285877,CT
3.0149452752558648,2.477847662571273,0.5568251049102738,CT
4.424483523925562,2.5092186152642597,1.9783525108598288,CT
4.440826793463231,2.5660865137943767,1.9885627773849992,CT
4.518774592650604,2.617448526193161,2.0654331104039723,CT
4.580422646027097,2.6182940252095377,2.130182525362537,CT
1.900289948994559,1.900289948994559,-1.0538069313016405,CT
2.3114463250824464,2.08767258469971,-0.576685676581978,CT
3.033141817634932,2.239335504235226,0.6274343060739468,CT
3.608861555374566,2.4700990870549777,1.0923211043765977,CT
3.8536665561281622,2.510859982012155,1.364494360018105,CT
4.192840477360407,2.651059034980629,1.743460609529076,CT
4.93107540181904,2.7704450317497327,2.4794565854770743,CT
0.3592195604632257,0.3592195604632257,-1.0572809543135604,CT
0.7833032198151403,0.5780482533905207,-0.7562509586495791,CT
1.8580961801421567,1.765001116622185,-0.2791297039299166,CT
2.3408346765906805,2.1675250258613556,-0.2121829142993035,CT
